data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6715917,356,IND68831,68831,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party; Former Government of India (2014-)",6,,,0,60,"Southern Asia",India,Maharashtra,Chandrapur,Chandrapur,Chandrapur,20.1179,79.4437,1,"Times of India",National,"On 28 December, former ministers and BJP leaders organized a big protest march in Chandrapur (Chandrapur, Maharashtra) in favor of the Citizenship (Amendment) Act, 2019 (CAA). [size=big]",0,1578514390,IND
6715174,356,IND68841,68841,"28 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)",,6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,Kerala,Kannur,Kannur,Kannur,11.8675,75.3576,1,"Indian Express",National,"On Dec 28, a protest was held at the Kannur University, Kerala against the Citizenship (Amendment) Act, 2019 (CAA). Police tried to scuffle with the peaceful protesters. [size=no report]",0,1578514388,IND
6715179,356,IND68832,68832,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","JUH: Jamiat Ulema-e-Hind",6,,,0,60,"Southern Asia",India,Maharashtra,Dhule,Dhule,Dhule,20.9013,74.7773,1,"Indian Express",National,"On 28 December, more than 20,000 people of various religions and political parties, organized by Jamiat Ulema-e-Hind, held a protest in Dhule (Dhule, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC). [size=more than 20,000]",0,1578514388,IND
6714427,356,IND68847,68847,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"Southern Asia",India,Uttarakhand,Dehradun,Dehradun,Dehradun,30.3229,78.0316,1,"Amar Ujala",National,"On Dec 28, protests were held by Congress workers in Dehradun (Uttarakhand) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6715995,356,IND68842,68842,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"Southern Asia",India,Goa,"North Goa",Panaji,Panaji,15.4957,73.8262,1,"United News of India",National,"On Dec 28, protesters from the Congress Party in Panaji, Goa, protested against the Citizenship (Amendment) Act, 2019 (CAA) and demanded the Centre roll it back. [size=no report]",0,1578514390,IND
6715744,356,IND68856,68856,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Kamrup,Sualkuchi,Sualkuchi,26.1681,91.5711,1,Time8,Subnational,"On 28 December, members of AASU organised a public rally at Sualkuchi (Kamrup district, Assam) protesting against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715745,356,IND68850,68850,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Kamrup,Nagarbera,Nagarbera,26.1,90.9778,1,Time8,Subnational,"On 28 December, members of AASU showed black flags to Guwahati MP Queen Oja at Nagarbera (Kamrup district, Assam) in protest against Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6714491,356,IND68860,68860,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Teachers (India)",6,,,0,60,"Southern Asia",India,Assam,"Kamrup Metropolitan",Dispur,Dispur,26.1433,91.7896,1,"Assam Tribune",Subnational,"On 28 December, nearly 500 members of ACTA including teachers of Dispur College today staged a sit-in demonstration on the college campus (Kamrup district, Assam) demanding immediate scrapping of the Citizenship (Amendment) Act, 2019 (CAA). [size=nearly 500]",0,1578514387,IND
6714503,356,IND68858,68858,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad",6,,,0,60,"Southern Asia",India,Assam,Jorhat,Jorhat,Jorhat,26.7456,94.2045,1,"Assam Tribune",Subnational,"On 28 December, thousands of people from in and around Jorhat town took to the streets in a rally at Jorhat (Assam) organized by the Jorhat district unit of the AJYCP to oppose the Citizenship (Amendment) Act, 2019 (CAA) and seeking innerline permit system applicable in Assam. [size=thousands]",0,1578514387,IND
6715537,356,IND68859,68859,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); Health Workers (India); Labour Group (India); Lawyers (India); Teachers (India)",6,,,0,60,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph,International,"On 28 December, doctors, chartered accountants, teachers, lawyers, students and other professionals held demonstration march in Kolkata (West Bengal) to bust the narrative that those protesting the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens had no idea about the two. [size=no report]",0,1578514389,IND
6715541,356,IND68855,68855,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Tinsukia,Tinsukia,Tinsukia,27.4923,95.3467,1,Telegraph,International,"On 28 December, thousands of people, including students demonstrated at Tinsukia town to protest against the Citizenship (Amendment) Act, 2019 (CAA). The protest was called by AASU. [size=thousands]",0,1578514389,IND
6715032,356,IND68840,68840,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","NSUI: National Students Union of India; Students (India)",6,,,0,60,"Southern Asia",India,Telangana,Warangal,Warangal,Warangal,18.79,79.5833,1,"Hans India",Subnational,"On Dec 28, youth members, including from the NSUI participated in a rally against the against the Citizenship (Amendment) Act, 2019 (CAA) in Warangal. [size=no report]",0,1578514388,IND
6715293,356,IND68843,68843,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","TNTJ: Tamil Nadu Towheed Jamaath; Muslim Group (India)",6,,,0,60,"Southern Asia",India,"Tamil Nadu",Chennai,Chennai,Chennai,13.0878,80.2784,1,"New Indian Express",Subnational,"On Dec 28, around 30,000 people took out a rally organized by TNTJ to protest against the Citizenship (Amendment) Act, 2019 (CAA) in Chennai. [size=around 30,000]",0,1578514388,IND
6715048,356,IND68837,68837,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Goa,"North Goa",Ponda,Ponda,15.4034,74.0151,1,"Herald Goa",Subnational,"On Dec 28, over a thousand protesters gathered in Ponda to protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=over a 1000]",0,1578514388,IND
6715817,356,IND68834,68834,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,Maharashtra,Thane,Kalyan,Kalyan,19.2437,73.1355,1,"Times of India",National,"On 28 December, Bhartiya Janta Party (BJP) organized a large protest in Kalyan (Thane, Maharashtra) in favor of the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC). [size=large]",0,1578514390,IND
6715570,356,IND68853,68853,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"Southern Asia",India,Tripura,"West Tripura",Agartala,Agartala,23.833,91.2864,1,Telegraph,International,"On 28 December, members of the Tripura Pradesh Congress Committee organised a 6 km protest rally in Agartala (Tripura West district, Tripura) against the NRC and the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715590,356,IND68857,68857,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Sonitpur,Tezpur,Tezpur,26.6527,92.7938,1,Telegraph,International,"On 28 December, members of AASU showed black flags to Assam Finance Minister while he was on his way to join the memorial function of ex Rangapara MLA Rajen Borthakur in Tezpur (Sonitpur district, Assam). The protesters were opposing the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715594,356,IND68851,68851,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","GJM: Gorkha Janmukti Morcha",6,,,0,60,"Southern Asia",India,"West Bengal",Darjeeling,Darjeeling,Darjeeling,27.0362,88.262,1,Telegraph,International,"On 28 December, members and leaders of Gorkha Janmukti Morcha held a protest march in Darjeeling city (WB) against the NRC and the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6714318,356,IND68836,68836,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress",6,,,0,60,"Southern Asia",India,Maharashtra,"Mumbai City","Mumbai City",Mumbai,19.0728,72.8826,1,"Asian News International; Indo-Asian News Service",National-Regional,"On 28 December, INC held a protest attended by thousands in Mumbai (Mumbai City, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC) to convey the message of 'Save Constitution-Save India' to the people, called by Joint Action Committee for Social Justice. [size=thousands]",0,1578514386,IND
6715598,356,IND68861,68861,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","TMC: Trinamool Congress Party",6,,,0,60,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph,International,"On 28 December, members and leaders of TMC held a sit-in demonstration in Kolkata (West Bengal) protesting against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6714319,356,IND68852,68852,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","INC: Indian National Congress; Students (India)",6,,,0,60,"Southern Asia",India,Assam,"Kamrup Metropolitan",Guwahati,Guwahati,26.1892,91.7722,1,"Time8; Telegraph",Subnational-International,"On 28 December, Congress held a rally in Guwahati town (Assam) in which tens of thousands of people gathered to listen to former Congress president Rahul Gandhi speaking against the Citizenship (Amendment) Act, 2019 (CAA). Members of the Asom Badhir Sangstha along with AASU also staged a demonstration against the Citizenship (Amendment) Act, 2019 (CAA) at Lakhiram Baruah Sadan, Dighalipukhuripar in Guwahati (Kamrup Metropolitan district, Assam) in protest against the Citizenship (Amendment) Act, 2019 (CAA).[size=tens of thousands]",0,1578514386,IND
6715646,356,IND68844,68844,"28 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Women (India)",6,,,0,60,"Southern Asia",India,"NCT of Delhi","South Delhi",,Delhi-Okhla,28.5601,77.2919,1,"The Hindu",National,"On Dec 28, women led a protest against the Citizenship (Amendment) Act, 2019 (CAA) at Shaheen Bagh, Delhi. [size=no report]",0,1578514389,IND
6715139,356,IND68816,68816,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"NCT of Delhi","New Delhi",,"Delhi-New Delhi",28.6357,77.2244,1,"Hindustan Times",National,"On Dec 27, protests were held by hundreds of students and locals near Jamia Milia Islamia University and Kalindi Kunj against the Citizenship (Amendment) Act, 2019 (CAA). [size=hundreds]",0,1578514388,IND
6715912,356,IND68776,68776,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Kadapa,Kamalapuram,Kamalapuram,14.5983,78.6694,1,"Times of India",National,"On Dec 27, members of Muslim organizations held a rally in Kamalapuram village, Kadapa, AP to protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514390,IND
6715658,356,IND68791,68791,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,"Tamil Nadu",Theni,Theni,Theni,10.0153,77.482,1,"The Hindu",National,"On Dec 27, protesters against the Citizenship (Amendment) Act, 2019 (CAA) marched to the Theni MP's office (TN). Protesters were stopped by the police midway and tried to engage in road blocking. [size=no report]",0,1578514389,IND
6715154,356,IND68812,68812,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Manipur,Thoubal,Kakching,Kakching,24.4973,93.9821,1,"Imphal Free Press",Subnational,"On 27 December, youths in Kakching city (Manipur) took out a protest rally against the Citizenship (Amendment) Act, 2019 (CAA) by singing songs, beating drums and guitars. [size=no report]",0,1578514388,IND
6715928,356,IND68790,68790,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Kadapa,Proddutur,Proddatur,14.7514,78.554,1,"Times of India",National,"On Dec 27, members of Muslim organizations held a rally in Proddaturu village, Kadapa, AP to protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514390,IND
6715165,356,IND68767,68767,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,Maharashtra,Solapur,Akkalkot,Akkalkot,17.5241,76.2055,1,"Indian Express",National,"On 27 December, around 5000 people, organized by Muslim organizations, marched in Akkalkot (Solapur, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA). [size=around 5000]",0,1578514388,IND
6714657,356,IND68756,68756,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","JWAM: Jammu West Assembly Movement",6,,,0,60,"Southern Asia",India,"Jammu and Kashmir",Jammu,Jammu,Jammu,32.7357,74.8691,1,"Daily Excelsior",Subnational,"On 27 Dec, JWAM members staged a protest in Jammu city (J&K) against Pakistan for continuously violating the ceasefire and demanded minority status for Hindus, expulsion of Rohingyas and Bangladeshis and implementation of NRC. They expressed support for the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6715169,356,IND68771,68771,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,Maharashtra,Amravati,Amravati,Amravati,20.9333,77.75,1,"Indian Express",National,"On 27 December, BJP led a march, attended by around 6500 people, in Amravati (Amravati, Maharashtra) in favor of the Citizenship (Amendment) Act, 2019 (CAA). [size=around 6500]",0,1578514388,IND
6715170,356,IND68785,68785,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,Maharashtra,Raigad,Karjat,Neral,19.0187,73.3219,1,"Indian Express",National,"On 27 December, organized by Muslim groups, locals marched in Neral (Raigad, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6715172,356,IND68787,68787,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Maharashtra,Osmanabad,Osmanabad,Osmanabad,18.1841,76.0381,1,"Indian Express",National,"On 27 December, an estimated 10,000 people of various religions marched in Osmanabad (Osmanabad, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA). [size=estimated 10,000]",0,1578514388,IND
6715943,356,IND68766,68766,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,Rajasthan,Ajmer,Ajmer,Ajmer,26.4521,74.6386,1,"Times of India",National,"On 27 December, different groups, including Muslims, held a protest in Ajmer and burnt effigy of Ajmer dargah dewan, chairman of dargah committee (Ajmer, Rajasthan) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC). [size=no report]",0,1578514390,IND
6715957,356,IND68772,68772,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","VDA: Vanchit Bahujan Aghadi",6,,,0,60,"Southern Asia",India,Maharashtra,Aurangabad,Aurangabad,Aurangabad,19.8775,75.3422,1,"Times of India",National,"On 27 December, close to 1500 residents, including a Vanchit Bahujan Aghadi chief, held a protest in Aurangabad (Aurangabad, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC). [size=close to 1500]",0,1578514390,IND
6715468,356,IND68810,68810,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","SUCI(C): Socialist Unity Centre of India (Communist)",6,,,0,60,"Southern Asia",India,"West Bengal",Darjeeling,Siliguri,Siliguri,26.7272,88.3984,1,"Siliguri Times",Subnational,"On 27 December, members of West Bengal State Socialist Unity Centre of India (Communist) staged a protest in Siliguri (Darjeeling district, West Bengal) against the National Register of Citizens (NRC) and the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715732,356,IND68788,68788,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Kerala,Palakkad,Palakkad,Palakkad,10.7744,76.6562,1,"The Hindu",National,"On Dec 27, thousands of people participated in a rally to protest in Palakkad, Kerala, against the Citizenship (Amendment) Act, 2019 (CAA). [size=thousands]",0,1578514389,IND
6715739,356,IND68795,68795,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Krishna,Vijayawada,Vijayawada,16.5074,80.6466,1,"The Hindu",National,"On Dec 27, people participated in a march to protest against the Citizenship (Amendment) Act, 2019 (CAA) in Vijaywada, AP. [size=no report]",0,1578514389,IND
6715246,356,IND68809,68809,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","TMC: Trinamool Congress Party; Government of India (2014-)",6,,,0,60,"Southern Asia",India,"West Bengal",Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,"Nagaland Post",National,"On 27 December, West Bengal CM held a protest march in Kolkata (West Bengal) against Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514388,IND
6714736,356,IND68757,68757,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"Jammu and Kashmir",Kargil,Kargil,Kargil,34.5577,76.1262,1,"Daily Excelsior",Subnational,"On 27 Dec, students protested at Kargil city (J&K) for exclusion of Ladakh in 6th Schedule of the Indian Constitution as well as against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514387,IND
6715769,356,IND68799,68799,"27 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)",,6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,"Tamil Nadu",Theni,Theni,Theni,10.0153,77.482,1,"Times of India",National,"On Dec 27, protests were held against the Citizenship (Amendment) Act, 2019 (CAA) in Theni. Police stopped the protesters who attempted to block the roads. [size=no report]",0,1578514390,IND
6715554,356,IND68808,68808,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Teachers (India)",6,,,0,60,"Southern Asia",India,Assam,"Kamrup Metropolitan",Guwahati,Guwahati,26.1892,91.7722,1,Telegraph,International,"On 27 December, members of Assam Retired College Teachers' Association and the All Assam Students' Union (AASU) staged a peaceful dharna at Latasil playground in Guwahati (Kamrup Metropolitan district, Assam) against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715555,356,IND68807,68807,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Tai Ahom Ethnic Group (India)",6,,,0,60,"Southern Asia",India,Assam,Dhemaji,Sissiborgaon,Silapathar,27.5951,94.7244,1,Telegraph,International,"On 27 December, AASU organised a janatar gorjon (people's roar) rally at the Hanuman Garhi Hindi High School field at Silapathar (Dhemaji district, Assam) which was joined by members of the Silpi Samaj, AJYCP and All Assam Tai Ahom Students' Union along with thousands of people from different walks of life protesting the Citizenship (Amendment) Act, 2019 (CAA). [size=thousands]",0,1578514389,IND
6715046,356,IND68789,68789,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Goa,"North Goa",Panaji,Panaji,15.4957,73.8262,1,"Herald Goa",Subnational,"On Dec 27, over 2000 people held a protest in Panaji city (Goa) against the Citizenship (Amendment) Act, 2019 (CAA). [size=over 2000]",0,1578514388,IND
6715057,356,IND68813,68813,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.912,75.8537,1,"Hindustan Times",National,"On Dec 27, protests were held by member of the Muslim community in Ludhiana (Punjab) against the Citizenship (Amendment) Act, 2019 (CAA) . [size=no report]",0,1578514388,IND
6715581,356,IND68806,68806,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Adivasi Ethnic Group (India)",6,,,0,60,"Southern Asia",India,Assam,Golaghat,Golaghat,Golaghat,26.5116,93.9595,2,Telegraph,International,"On 27 December, thousands of people held demonstrations organised by the AJYCP and other indigenous groups in Golaghat district (Assam) against the Citizenship (Amendment) Act, 2019 (CAA). [size=thousands]",0,1578514389,IND
6715079,356,IND68820,68820,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Uttarakhand,Dehradun,Dehradun,Dehradun,30.3229,78.0316,1,"Hindustan Times",National,"On Dec 27, protests were held against the Citizenship (Amendment) Act, 2019 (CAA) in Dehradun (Uttarakhand). Police registered cases against 120 protesters. [size=at least 120]",0,1578514388,IND
6715595,356,IND68805,68805,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Adivasi Ethnic Group (India)",6,,,0,60,"Southern Asia",India,Assam,Sivasagar,Sivasagar,Sivasagar,26.9828,94.6421,2,Telegraph,International,"On 27 December, thousands of people held demonstrations organised by the AJYCP and other indigenous groups in Sivasagar district (Assam) against the Citizenship (Amendment) Act, 2019 (CAA). [size=thousands]",0,1578514389,IND
6714316,356,IND68783,68783,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); Muslim Group (India); Former Government of India (2014-); BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,Maharashtra,"Mumbai City","Mumbai City",Mumbai,19.0728,72.8826,1,"India Blooms News Service; Times of India",National,"On 27 December, two protests took place in Mumbai (Mumbai City, Maharashtra) in favor of and against the Citizenship (Amendment) Act, 2019 (CAA), the first was attended by about 6,000 people, joined by BJP and former Maharashtra CM Devendra Fadnavis, and the second attended by about 10,000, including students and Muslim organizations. [size= about 16,000]",0,1578514386,IND
6714317,356,IND68818,68818,"27 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)",,6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,"NCT of Delhi","New Delhi",,"Delhi-New Delhi",28.6357,77.2244,1,"Asian News International; Hindustan Times",National,"On Dec 27, protests were held by around 350 people against the Citizenship (Amendment) Act, 2019 (CAA) outside Uttar Pradesh Bhavan in Delhi who were later detained by the police. [size=around 350]",0,1578514386,IND
6714577,356,IND68815,68815,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India); Sikh Group (India)",6,,,0,60,"Southern Asia",India,Punjab,Jalandhar,Jalandhar,Jalandhar,31.3255,75.5791,1,"Chandigarh Tribune",Subnational,"On Dec 27, protests were held by members of the Sikh and Muslim community and left parties against the Citizenship (Amendment) Act, 2019 (CAA) in Jalandhar (Punjab). [size=no report]",0,1578514387,IND
6715089,356,IND68819,68819,"27 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)","Bhim Army; Dalit Caste Group (India)",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,"NCT of Delhi","South Delhi",,Delhi-Jangpura,28.5823,77.2488,1,"Hindustan Times",National,"On Dec 27, protests were held by around 100, including Bhim Army members, against the Citizenship (Amendment) Act, 2019 (CAA) and demanding release of Bhim Army chief at Jor Bagh, Delhi. They were stopped by the police while marching towards the Prime Minister's house in Lok Kalyan Marg. [size=around 100]",0,1578514388,IND
6715608,356,IND68804,68804,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Adivasi Ethnic Group (India)",6,,,0,60,"Southern Asia",India,Assam,Dhemaji,Dhemaji,Dhemaji,27.4816,94.5586,2,Telegraph,International,"On 27 December, thousands of people held protests organised by the AJYCP and other indigenous groups in Dhemaji district (Assam) against the Citizenship (Amendment) Act, 2019 (CAA). [size=thousands]",0,1578514389,IND
6715614,356,IND68803,68803,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Assam,Dibrugarh,Tengakhat,Duliajan,27.3575,95.323,1,Telegraph,International,"On 27 December, members of AASU took out a silent procession in Duliajan town (Dibrugarh District, Assam) demanding scrapping of the Citizenship (Amendment) Act, 2019 (CAA). [size= no report]",0,1578514389,IND
6715103,356,IND68821,68821,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,"NCT of Delhi","East Delhi",,Delhi-Seelampur,28.6648,77.2726,1,"Hindustan Times",National,"On Dec 27, protests were held against the Citizenship (Amendment) Act, 2019 (CAA) in Seelampur, Delhi. [size=no report]",0,1578514388,IND
6715107,356,IND68814,68814,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India); INC: Indian National Congress",6,,,0,60,"Southern Asia",India,"NCT of Delhi","New Delhi",,"Delhi-New Delhi",28.6357,77.2244,1,"Hindustan Times",National,"On Dec 27, protests were held at Jama Masjid in Delhi after the Friday prayer, by many Muslims and Congress leaders against the Citizenship (Amendment) Act, 2019 (CAA). [size=many]",0,1578514388,IND
6715619,356,IND68802,68802,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party; Government of India (2014-)",6,,,0,60,"Southern Asia",India,Assam,Morigaon,Mayong,Jagiroad,26.1309,92.2149,1,Telegraph,International,"On 27 December, members of BJP including Assam finance minister and Assam chief minister, state BJP president and others took out a protest rally at Jagiroad (Barpeta district, Assam) supporting the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6715634,356,IND68782,68782,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)",,6,,,0,60,"Southern Asia",India,Kerala,Malappuram,Malappuram,Malappuram,11.0401,76.0823,1,"The Hindu",National,"On Dec 27, thousands of people participated in a rally in Malappuram, Kerala, to protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=thousands]",0,1578514389,IND
6715891,356,IND68796,68796,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Muslim Group (India)",6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Kadapa,Yerraguntla,Yerraguntla,14.6423,78.534,1,"Times of India",National,"On Dec 27, members of Muslim organizations held a rally in Yerraguntla, Kadapa district, AP, against the Citizenship (Amendment) Act, 2019 (CAA). Protesters also stalled traffic during the protest. [size=no report]",0,1578514390,IND
6715131,356,IND68817,68817,"27 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,Punjab,Amritsar,Amritsar,Amritsar,31.6344,74.8728,1,"Hindustan Times",National,"On Dec 27, protests were held by around 100 people including members Students For Society (SFS), in Amritsar (Punjab), against the Citizenship (Amendment) Act, 2019 (CAA). [size=around 100]",0,1578514388,IND
6715667,356,IND68725,68725,"26 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)","IYC: Indian Youth Congress; Students (India)",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,Kerala,Ernakulam,Kochi,Kochi,9.9398,76.2602,1,"The Hindu",National,"On Dec 26, protesters from KSU and Youth Congress protested against the Citizenship (Amendment) Act, 2019 (CAA) in Kalamassery, Kochi, by waving black flags at an MoS motorcade. Three protesters were arrested. [size=at least 3]",0,1578514389,IND
